filename,rel_path,abs_path,title,subtitle,author,publisher,language,confidence,is_book_cover,notes,ok,error,model
"Anarquismo Individualista. Anarcocapitalismo, Anarquismo Egoista, Anarquistas Individualistas, Criptoanarquismo, Ilegalismo.jpg","Anarquismo Individualista. Anarcocapitalismo, Anarquismo Egoista, Anarquistas Individualistas, Criptoanarquismo, Ilegalismo.jpg","D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Anarquismo Individualista. Anarcocapitalismo, Anarquismo Egoista, Anarquistas Individualistas, Criptoanarquismo, Ilegalismo.jpg",ANARQUISMO INDIVIDUALISTA,,"ANARCOPATISMO, ANARQUISMO EGOÍSTA, ANARQUISTAS INDIVIDUALISTAS, CRIPTOANARQUISMO, ILEGALISMO, CRIPTOGRAFÍA ASIMÉTRICA, MAX STIRNER, ORDEN ESPONTÁNEO, JULES BONNOT, BITCOIN, WILLIAM GODWIN, ÉMILE ARMAND, PIERRE-JOSEPH PROUDHON",,es,0.7,True,,True,,gpt-4o-mini
Aspectos negativos de la intervención económica_.jpg,Aspectos negativos de la intervención económica_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Aspectos negativos de la intervención económica_.jpg,Aspectos Negativos,de la INTERVENCION ECONOMICA,Luis Correa Prieto,ZIG-ZAG,es,0.9,True,,True,,gpt-4o-mini
Capitalismo - Jeannette von Wolfersoorff.jpg,Capitalismo - Jeannette von Wolfersoorff.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Capitalismo - Jeannette von Wolfersoorff.jpg,CAPITALISMO,"Una historia sobre innovación, inversiones y el ser humano",JEANNETTE VON WOLFERSDORFF,Taurus,es,0.9,True,,True,,gpt-4o-mini
Colecti-Victimismo.jpg,Colecti-Victimismo.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Colecti-Victimismo.jpg,COLECTI-VICTIMISMO,"MANUAL DE RESILIENCIA ECOSOSTENIBLE PARA TODAS, TODES, TODIS, TODOS Y TODUS",CARLOS PRALLONG,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
Contra el Sistema - Isaac Álvarez Casanova.jpg,Contra el Sistema - Isaac Álvarez Casanova.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Contra el Sistema - Isaac Álvarez Casanova.jpg,Contra el Sistema,"De a poco, pero sin pausa",Isaac Alvarez Casasola,,es,0.9,True,,True,,gpt-4o-mini
Cripto Steven Levy.jpg,Cripto Steven Levy.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Cripto Steven Levy.jpg,Cripto,Cómo los informáticos libertarios vencieron al gobierno y salvaguardaron la intimidad en la era digital,Steven Levy,Alianza Editorial,es,0.9,True,,True,,gpt-4o-mini
Criptodivisas_.jpg,Criptodivisas_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Criptodivisas_.jpg,CRIPTODIVISAS,HACKEA TU CAMINO HACIA UNA VIDA MEJOR,JURAJ BEDNÁR,,es,0.9,True,,True,,gpt-4o-mini
Criptomoneda y soberanía.jpg,Criptomoneda y soberanía.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Criptomoneda y soberanía.jpg,Criptomoneda y soberanía,Tensiones del dinero en el siglo XXI,Alejandro Alessi; David Coronel; Tomás Pomar; Juan Emilio Rivera (comps.),UDV ediciones,es,0.9,True,,True,,gpt-4o-mini
Crítica al Anarcocapitalismo_.jpg,Crítica al Anarcocapitalismo_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Crítica al Anarcocapitalismo_.jpg,Crítica al anarcocapitalismo,,Ludovico Lalli,Ediciones Nuestro Conocimiento,es,0.9,True,,True,,gpt-4o-mini
Cómo la IA transformará nuestro futuro_.jpg,Cómo la IA transformará nuestro futuro_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Cómo la IA transformará nuestro futuro_.jpg,CÓMO LA IA TRANSFORMARÁ NUESTRO FUTURO,COMPRENDE LA INTELIGENCIA ARTIFICIAL Y PREPÁRATE PARA EL MAÑANA,PEDRO URIA-RECIO,,es,0.9,True,,True,,gpt-4o-mini
Cómo los países salen de la pobreza_.jpg,Cómo los países salen de la pobreza_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Cómo los países salen de la pobreza_.jpg,COMO LOS PAÍSES SALEN DE LA POBREZA,"Vietnam, Polonia y los orígenes de la prosperidad",RAINER ZITELMANN,Grupo Unión,es,0.9,True,,True,,gpt-4o-mini
De Viena a Madrid.jpg,De Viena a Madrid.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\De Viena a Madrid.jpg,DE VIENA A MADRID,Ensayos en honor de Jesús Huerta de Soto,DAVID HOWDEN; PHILIPP BAGUS,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
Decifrando los autoritarismos en america latina.jpg,Decifrando los autoritarismos en america latina.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Decifrando los autoritarismos en america latina.jpg,Descifrando,los autoritarismos en América Latina,Miguel Ángel Martínez Meucci,DP Campus,es,0.9,True,,True,,gpt-4o-mini
Ellos los Fascistas - Javier Rogrigo.jpg,Deusto\Ellos los Fascistas - Javier Rogrigo.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Deusto\Ellos los Fascistas - Javier Rogrigo.jpg,"Ellos, los fascistas",La banalización del fascismo y la crisis de la democracia,Javier Rodrigo; Maximiliano Fuentes,Deusto,es,0.9,True,,True,,gpt-4o-mini
La verdad sobre el Neoliberalismo.jpg,Deusto\La verdad sobre el Neoliberalismo.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Deusto\La verdad sobre el Neoliberalismo.jpg,LA VERDAD SOBRE EL NEOLIBERALISMO,EL POCO QUE HAY Y EL MUCHO QUE FALTA,ALBERTO MINGARDI,DEUSTO,es,0.9,True,,True,,gpt-4o-mini
Mitos Progres - Michael Huemer.jpg,Deusto\Mitos Progres - Michael Huemer.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Deusto\Mitos Progres - Michael Huemer.jpg,MITOS PROGRES,,MICHAEL HUEMER; PABLO MALO,DEUSTO,es,0.9,True,,True,,gpt-4o-mini
Todo lo que necesitas saber sobre.jpg,Deusto\Todo lo que necesitas saber sobre.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Deusto\Todo lo que necesitas saber sobre.jpg,TODO LO QUE NECESITAS SABER SOBRE,"Historia, arte, ciencia, religión, astrofísica, filosofía, política y economía",ANTONELLA MARTY,DEUSTO,es,0.9,True,,True,,gpt-4o-mini
Dueños o inquilinos_.jpg,Dueños o inquilinos_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Dueños o inquilinos_.jpg,Dueños o inquilinos,"¿Cómo pensar el acceso a la vivienda? Qué sabemos, qué hicimos y hacia dónde vamos",Federico González Rouco,Grupo Unión,es,0.9,True,,True,,gpt-4o-mini
Educación como problema.jpg,Educación como problema.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\Educación como problema.jpg,EDUCACION,Como,ANNIE SPOONER,,es,0.9,True,,True,,gpt-4o-mini
El Camino de la servidumbre a la libertad_.jpg,El Camino de la servidumbre a la libertad_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El Camino de la servidumbre a la libertad_.jpg,EL camino,de la servidumbre a la libertad,MARTÍN CARRANZA TORRES,Grupo Unión,es,0.9,True,,True,,gpt-4o-mini
El capitalismo liberado.jpg,El capitalismo liberado.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El capitalismo liberado.jpg,EL CAPITALISMO LIBERADO,EL INCONTESTABLE ARGUMENTO MORAL POR LOS DERECHOS INDIVIDUALES,ANDREW BERNSTEIN,Episteme,es,0.9,True,,True,,gpt-4o-mini
El comunismo neoliberal_.jpg,El comunismo neoliberal_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El comunismo neoliberal_.jpg,EL COMUNISMO NEOLIBERAL,Diagnóstico de un futuro muy presente,SEBASTIÁN IZQUIERDO,,es,0.9,True,,True,,gpt-4o-mini
El Diario Henry David Thoreau.jpg,El Diario Henry David Thoreau.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El Diario Henry David Thoreau.jpg,El Diario,(1837-1861),Henry David Thoreau,,es,0.9,True,"El título y autor son claros, pero el editor no se puede leer.",True,,gpt-4o-mini
El futuro anárquico y el anarcocapitalismo_.jpg,El futuro anárquico y el anarcocapitalismo_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El futuro anárquico y el anarcocapitalismo_.jpg,El futuro anárquico y el anarcocapitalismo,- El mundo neogandhiano,Ravikumar Kurup,EDICIONES NUESTRO CONOCIMIENTO,es,0.9,True,,True,,gpt-4o-mini
El lapiz milagroso.jpg,El lapiz milagroso.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El lapiz milagroso.jpg,El lápiz milagroso,,Connor Boyack,,es,0.9,True,,True,,gpt-4o-mini
El libro negro del indigenismo_.jpg,El libro negro del indigenismo_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El libro negro del indigenismo_.jpg,EL LIBRO NEGRO DEL INDIGENISMO,Terrorismo y Separatismo en América,Cristián Rodrigo Iturralde,Legado,es,0.9,True,,True,,gpt-4o-mini
El origen del Poder en occidente.gif,El origen del Poder en occidente.gif,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El origen del Poder en occidente.gif,El origen del poder de Occidente,"Estado, guerra y orden internacional",Carlos Alberto Patiño Villa,Siglo del Hombre Editores,es,0.9,True,,True,,gpt-4o-mini
El Poder de la Destrucción Creativa.jpg,El Poder de la Destrucción Creativa.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\El Poder de la Destrucción Creativa.jpg,El poder de la destrucción creativa,¿Qué impulsa el crecimiento económico?,Philippe Aghion; Céline Antonin; Simon Bunel,Deusto,es,0.9,True,,True,,gpt-4o-mini
